0.0000,230.6729,185.4077,229.8978,125.0040,150.4460,187.9707,230.8679,231.1731,80.6226,126.1269,177.5528,60.0083,116.0043,174.0029,232.0022,232.1250,81.3204,127.9414,178.8435,127.7693,151.9803,190.0316,230.6382,287.8368,187.6406,231.8146,230.8463,289.0017,230.0087,173.0116,116.0172,59.0339,229.0087,228.3594,227.4225,184.2308,172.0116,113.0177,123.8588,148.6775,185.6071,227.6225,228.0110,174.7513,122.1188,77.0779,57.0351,55.0091,112.0045,171.0029,227.0022,228.6329,175.1142,123.5476,79.9312,125.9365,149.6262,187.0187,228.2126,285.8006,230.2889,184.7728,230.5667
230.6729,0.0000,69.8713,79.1770,114.8564,80.4487,59.0000,65.0692,134.2721,151.1622,126.8464,120.2206,200.0325,183.9918,184.6212,202.5957,263.7954,252.7232,242.8600,246.1727,313.4278,301.5294,305.0016,319.0486,361.3862,359.4899,368.0489,406.0788,490.9827,434.5135,381.0472,328.7704,278.3541,148.9463,214.2195,282.0018,214.2825,141.2869,156.5407,200.1924,244.7877,287.9028,330.3604,376.7240,327.9634,279.9589,233.8482,187.7685,268.9387,313.2874,362.9325,412.3397,440.0102,391.9962,347.9684,310.3627,352.6613,380.2973,416.0697,454.7362,512.1406,460.8004,411.4280,453.5912
185.4077,69.8713,0.0000,48.0104,60.4152,59.6154,84.0536,119.5492,176.4001,115.1173,118.2709,141.1134,171.5721,176.0824,198.0934,232.8197,282.2942,227.5632,233.2831,251.8035,289.0830,287.9201,302.2185,325.2599,374.4356,342.0015,362.5162,389.0013,464.7688,406.4283,350.4754,294.9237,240.0521,93.0860,149.8933,213.2346,145.0000,72.0278,91.8314,132.0038,175.5135,218.1238,260.4995,307.7028,260.0346,214.2265,172.0727,133.9888,214.2008,252.6599,298.7742,346.1820,378.4772,333.0540,293.2985,261.9637,311.2362,332.4154,363.6372,399.4859,456.1688,413.5372,370.1581,415.3902
229.8978,79.1770,48.0104,0.0000,105.7592,105.7592,118.8108,142.4114,207.8894,162.6930,164.6845,180.7595,219.3855,223.1815,241.1680,270.6326,324.6922,275.4088,280.8630,297.2541,336.8561,335.8586,349.2921,370.9515,418.7708,390.0051,410.0256,437.0000,512.0869,453.5912,397.3940,341.4630,285.9545,71.8471,141.0000,215.3787,151.7893,84.5991,126.7517,157.3849,194.8333,232.3123,270.3794,325.5826,282.3491,242.2437,206.6349,175.9602,253.6632,286.6810,327.8674,371.4310,410.1219,367.7227,331.7303,304.2367,355.7879,374.3274,402.9057,436.6440,492.4683,455.2713,414.4514,460.4433
125.0040,114.8564,60.4152,105.7592,0.0000,48.0000,94.2603,140.2926,176.5701,59.6825,84.9588,128.0352,116.5204,133.9589,170.5315,216.6679,253.3377,172.2353,186.3357,214.3945,233.0000,236.9135,257.1886,285.5591,338.3962,288.1753,314.5600,334.8612,406.8415,348.1867,291.8099,235.7329,180.2360,123.3086,155.8782,198.9196,132.0038,73.8783,47.0425,95.0000,142.0035,188.1701,233.7734,269.7795,218.2842,167.3708,119.2015,74.6525,155.7947,198.4364,248.7087,299.3860,325.1538,277.4617,235.1042,201.8539,250.8745,272.3417,304.6999,341.7441,398.8483,353.4586,309.7693,355.1746
150.4460,80.4487,59.6154,105.7592,48.0000,0.0000,46.5296,92.9624,130.6331,70.7248,58.9406,86.4002,121.7580,117.5457,139.2300,177.9916,223.5442,176.3661,175.7299,192.2004,237.8928,232.0000,243.5775,265.7066,314.8841,287.8420,304.6375,334.8612,415.2493,357.8407,303.2639,249.7719,198.2448,148.3947,194.5096,244.7877,176.7739,110.7881,95.0211,143.0000,190.0026,236.1356,281.6416,317.2081,265.1490,213.0469,162.4838,111.3059,191.2067,239.0335,292.0274,344.1395,365.4655,315.6596,269.5366,230.2889,272.3417,300.0167,336.5858,376.1130,433.6727,380.4064,331.1873,373.8730
187.9707,59.0000,84.0536,118.8108,94.2603,46.5296,0.0000,46.5725,92.3580,107.6151,71.1126,63.3246,148.3846,125.9286,126.8464,151.8223,208.1658,198.1565,184.4560,187.5420,257.7518,243.3865,246.0020,260.7393,304.5997,301.7615,309.0582,348.1106,434.8391,379.1899,326.9648,276.6315,229.4384,177.0028,231.8124,287.9028,219.3171,149.6028,141.2869,189.1296,236.0763,282.0018,327.2201,363.7362,311.6360,259.2798,208.0817,155.2611,233.0944,283.1148,337.2314,389.9090,408.9450,358.0950,310.0403,267.5892,304.2515,335.8943,374.9733,415.9062,473.5325,415.0614,362.2403,402.3779
230.8679,65.0692,119.5492,142.4114,140.2926,92.9624,46.5725,0.0000,70.6612,151.6047,107.4802,74.3303,186.0349,153.0000,135.7240,141.9894,207.6391,231.0433,207.9928,199.1105,287.7933,266.9869,261.7250,269.0019,306.3234,326.1978,325.0262,371.2600,462.4911,408.7689,358.9499,311.6023,268.0392,208.8564,269.4290,330.2196,261.4900,189.8420,187.1817,234.7701,281.5759,327.1850,372.0000,410.0256,358.1089,305.8513,254.5683,201.3082,277.9820,328.9757,383.5440,436.4058,454.3798,402.9950,353.9096,309.6982,342.5318,376.7015,417.3104,459.0697,516.6372,454.6702,399.4859,437.4529
231.1731,134.2721,176.4001,207.8894,176.5701,130.6331,92.3580,70.6612,0.0000,162.6930,108.7796,54.5894,175.4537,126.4911,85.4400,72.9932,142.0035,206.4655,169.1449,145.0310,254.8764,224.6620,209.2869,208.6265,240.3518,282.9735,271.0221,325.1292,421.3799,371.6517,327.2002,287.2159,253.8188,269.2360,323.3466,375.1826,307.3792,240.2603,222.0090,269.6145,316.2183,362.7465,408.8826,437.0011,383.0835,328.2986,274.4668,218.4491,284.2692,339.7175,397.5739,452.7615,459.8021,406.0960,353.1926,303.7532,324.6798,364.7808,409.4203,453.4887,510.0637,437.8242,377.7089,410.1244
80.6226,151.1622,115.1173,162.6930,59.6825,70.7248,107.6151,151.6047,162.6930,0.0000,54.0370,108.2266,57.0351,81.3204,129.2478,183.0983,206.6349,113.0000,128.3783,162.1142,174.2326,177.3415,199.4893,230.4821,285.0439,228.6329,255.5191,275.4088,349.6770,291.4310,235.7477,180.8867,127.9101,181.8378,205.2316,232.7767,172.1540,128.8099,79.9062,119.5701,162.4838,208.0817,254.2597,275.3561,221.1108,166.0030,112.0045,56.0089,126.5622,179.3014,235.9873,290.6441,303.3299,251.4776,202.5142,160.5148,201.6928,229.7303,267.5892,308.2937,365.9208,309.8661,260.6012,303.8174
126.1269,126.8464,118.2709,164.6845,84.9588,58.9406,71.1126,107.4802,108.7796,54.0370,0.0000,54.2310,78.6448,59.1354,85.5862,133.7199,168.8846,127.0472,118.0042,133.8245,186.9358,175.6417,184.7918,207.0604,257.2353,232.9571,246.2722,279.7320,364.3213,308.2921,255.8535,205.8543,160.5895,203.3249,240.8319,279.0788,214.5530,158.4172,122.9837,167.9673,213.0469,259.2798,305.6010,329.2188,275.0455,220.0023,166.0271,110.0045,177.1158,231.6398,289.0848,344.0959,353.7527,300.8471,249.6478,203.3347,235.1850,269.4290,310.8504,353.3624,410.7578,347.1901,292.5150,331.7303
177.5528,120.2206,141.1134,180.7595,128.0352,86.4002,63.3246,74.3303,54.5894,108.2266,54.2310,0.0000,123.8225,81.2158,64.4981,91.9348,144.8482,161.4435,133.9328,127.0039,215.5226,192.7719,188.2897,199.1105,241.4808,252.0040,251.6764,296.9394,388.7531,335.7752,287.3882,242.7694,204.4016,233.3495,280.6795,326.6711,260.0346,196.9188,171.4526,218.2842,264.3672,310.8456,357.1288,383.0640,329.0000,274.0657,220.1454,164.1097,230.0804,285.2718,343.0233,398.1771,406.0960,352.6613,300.3415,251.9563,277.2382,315.1587,358.6154,402.1244,459.1089,390.3870,332.3432,367.8505
60.0083,200.0325,171.5721,219.3855,116.5204,121.7580,148.3846,186.0349,175.4537,57.0351,78.6448,123.8225,0.0000,56.0000,114.0000,172.0000,175.5591,56.0357,79.3095,124.1692,117.5160,121.7580,148.9463,184.6212,241.1493,171.6566,201.3082,218.3873,293.9813,236.2308,181.5158,128.7983,82.0244,237.2003,253.6632,269.0019,215.4112,182.4637,127.9062,157.1369,192.6084,234.4717,278.8566,285.9545,232.0022,177.7301,127.0118,82.0244,115.0000,172.0000,231.0000,287.0000,285.9545,231.7283,178.0590,128.3511,156.5407,191.8150,234.7957,278.3738,335.2924,268.7341,214.0093,254.1692
116.0043,183.9918,176.0824,223.1815,133.9589,117.5457,125.9286,153.0000,126.4911,81.3204,59.1354,81.2158,56.0000,0.0000,58.0000,116.0000,126.1943,80.6226,59.0762,81.0555,134.8258,117.5457,126.1467,151.6476,204.7266,175.8465,187.1817,222.2004,310.1113,255.8066,206.3492,161.9290,127.9062,256.7022,286.0367,312.7075,253.3969,207.1835,161.2203,199.2486,239.5204,283.5507,328.9757,340.4849,286.2464,231.3871,178.9860,127.9062,171.0000,228.0000,287.0000,343.0000,340.4849,286.0245,231.6398,180.2498,198.2145,238.6483,284.0158,328.5666,384.6102,311.4001,251.9841,286.6810
174.0029,184.6212,198.0934,241.1680,170.5315,139.2300,126.8464,135.7240,85.4400,129.2478,85.5862,64.4981,114.0000,58.0000,0.0000,58.0000,84.3149,128.8099,84.8646,63.3877,171.2133,139.2300,126.6057,134.6291,178.0590,197.5905,189.6444,240.2603,335.9658,286.4001,243.2447,206.9034,181.5158,287.2003,326.3817,361.5660,298.7742,243.9529,206.3492,248.7087,291.5099,336.6675,382.6082,397.3940,343.0233,287.9028,234.7765,181.5158,229.0000,286.0000,345.0000,401.0000,397.3940,342.8382,288.1059,235.9873,247.4126,290.5942,337.2314,382.2565,437.3888,359.4691,297.3819,327.1238
232.0022,202.5957,232.8197,270.6326,216.6679,177.9916,151.8223,141.9894,72.9932,183.0983,133.7199,91.9348,172.0000,116.0000,58.0000,0.0000,70.8590,182.7895,132.8232,90.5207,217.2050,177.9916,151.2382,141.3542,168.0030,232.1422,208.8564,269.8240,369.1951,324.5628,287.2003,257.1478,237.2003,325.2691,371.4310,412.7978,347.9224,287.8003,256.7022,301.2308,345.4186,391.1739,437.3568,454.5789,400.1512,344.9116,291.4310,237.2003,287.0000,344.0000,403.0000,459.0000,454.5789,399.9925,345.0811,292.6055,299.7749,344.4779,391.8074,437.0492,491.3461,410.1146,346.5602,372.2392
232.1250,263.7954,282.2942,324.6922,253.3377,223.5442,208.1658,207.6391,142.0035,206.6349,168.8846,144.8482,175.5591,126.1943,84.3149,70.8590,0.0000,163.6001,108.5587,54.4518,178.3059,132.2573,93.4773,72.4707,98.7320,177.5303,143.2201,209.3036,309.7160,270.6326,241.5885,223.5755,219.3285,371.4310,408.7077,438.8633,378.6093,327.1238,286.0367,325.3998,365.4655,408.9450,453.9273,460.1358,406.7087,353.0227,302.4913,253.6632,284.7385,340.2778,398.2010,453.4358,438.0011,384.0638,329.1838,276.3060,269.1357,316.5091,364.8698,410.0256,460.9772,372.8337,307.7028,326.0383
81.3204,252.7232,227.5632,275.4088,172.2353,176.3661,198.1565,231.0433,206.4655,113.0000,127.0472,161.4435,56.0357,80.6226,128.8099,182.7895,163.6001,0.0000,55.0818,109.2245,61.6604,71.5612,109.0183,150.7481,207.7715,116.2497,152.1217,162.6930,238.8996,181.8378,128.8099,81.3449,56.0357,291.4310,302.4913,308.1850,261.0939,235.7477,178.9860,200.9975,229.6301,266.8501,308.2937,302.9092,251.4776,201.3753,158.3919,127.0118,126.1150,178.9860,235.7477,290.4497,275.4088,221.1108,166.0271,113.0044,118.8486,161.9290,209.0287,254.2597,308.8122,231.6074,171.4060,206.6349
127.9414,242.8600,233.2831,280.8630,186.3357,175.7299,184.4560,207.9928,169.1449,128.3783,118.0042,133.9328,79.3095,59.0762,84.8646,132.8232,108.5587,55.0818,0.0000,54.1479,86.3713,59.2030,71.1126,105.3613,162.1142,118.2709,129.2478,163.9543,254.9216,203.0296,158.3982,124.3262,111.0045,309.5836,331.7303,348.0000,294.5437,257.1867,205.5480,236.4445,270.9465,311.4370,354.7464,354.6830,302.1672,250.0600,202.7659,161.2762,178.0590,232.6070,290.0638,345.0811,330.2181,276.0290,221.0000,168.0119,167.3708,213.0469,260.9693,306.3234,359.5622,277.3085,214.0327,242.3304
178.8435,246.1727,251.8035,297.2541,214.3945,192.2004,187.5420,199.1105,145.0310,162.1142,133.8245,127.0039,124.1692,81.0555,63.3877,90.5207,54.4518,109.2245,54.1479,0.0000,129.7690,87.8009,64.2573,73.7631,124.0202,141.8732,126.6057,181.2760,279.6087,234.0534,197.7524,173.0000,165.0757,336.2648,367.0817,391.3719,333.7664,287.9601,241.9793,278.2265,316.2278,358.6154,402.9950,406.7087,353.5944,300.4430,251.0020,204.6118,230.7661,286.0245,343.8212,399.0050,384.0833,330.0000,275.0291,222.0811,217.8004,264.5695,312.8082,358.1089,410.2012,324.6167,260.0346,282.8993
127.7693,313.4278,289.0830,336.8561,233.0000,237.8928,257.7518,287.7933,254.8764,174.2326,186.9358,215.5226,117.5160,134.8258,171.2133,217.2050,178.3059,61.6604,86.3713,129.7690,0.0000,48.0104,95.1893,139.0432,190.9372,59.9333,111.8258,103.8123,177.6091,121.4619,72.3464,47.0425,75.4321,350.1685,355.7879,352.3464,312.0000,293.7839,235.7329,251.6227,273.7152,305.6550,343.2098,325.7299,278.7562,235.1042,201.3405,181.2015,156.5407,199.0226,249.1766,299.7749,269.9481,218.7693,167.3708,120.0666,93.0000,141.0000,189.0952,233.6193,283.0071,194.9974,130.2690,155.9744
151.9803,301.5294,287.9201,335.8586,236.9135,232.0000,243.3865,266.9869,224.6620,177.3415,175.6417,192.7719,121.7580,117.5457,139.2300,177.9916,132.2573,71.5612,59.2030,87.8009,48.0104,0.0000,47.5184,91.7824,145.6022,59.2368,80.6226,104.7855,196.9772,147.6279,110.2769,95.0053,111.3059,358.8050,373.4300,379.3481,332.5553,304.2137,248.8473,272.5307,300.6476,336.5947,376.7784,365.4655,316.2278,268.8885,228.8777,198.2448,191.2067,239.0335,292.0274,344.1395,317.2081,265.3469,212.7769,163.0491,141.0035,189.0026,237.1034,281.5759,330.4421,240.7094,175.5135,195.3586
190.0316,305.0016,302.2185,349.2921,257.1886,243.5775,246.0020,261.7250,209.2869,199.4893,184.7918,188.2897,148.9463,126.1467,126.6057,151.2382,93.4773,109.0183,71.1126,64.2573,95.1893,47.5184,0.0000,44.3847,99.7296,84.0536,63.3877,118.6002,218.3438,177.2005,150.2165,142.2252,156.1698,380.4905,402.3779,415.3372,364.2266,328.2986,276.2843,305.3211,337.2966,375.6301,417.3104,409.8256,359.4691,310.2660,266.9176,230.0543,233.9444,284.0158,338.1627,390.8580,364.7259,312.8082,260.0000,209.6592,188.0957,236.0763,284.0000,328.1844,375.9495,284.2974,219.1004,233.6343
230.6382,319.0486,325.2599,370.9515,285.5591,265.7066,260.7393,269.0019,208.6265,230.4821,207.0604,199.1105,184.6212,151.6476,134.6291,141.3542,72.4707,150.7481,105.3613,73.7631,139.0432,91.7824,44.3847,0.0000,57.2014,117.9534,72.1388,141.6051,241.4788,207.9663,188.8624,185.9731,200.0025,408.3148,435.4699,453.3222,399.4859,358.4327,309.4010,341.7441,376.0332,415.7403,458.2598,453.0353,402.1244,351.9787,306.8892,266.6252,276.6225,327.6538,382.2565,435.1460,408.8826,357.1288,304.3846,253.9547,231.6247,279.5174,327.1850,371.0000,417.5548,324.3594,259.5092,269.7425
287.8368,361.3862,374.4356,418.7708,338.3962,314.8841,304.5997,306.3234,240.3518,285.0439,257.2353,241.4808,241.1493,204.7266,178.0590,168.0030,98.7320,207.7715,162.1142,124.0202,190.9372,145.6022,99.7296,57.2014,0.0000,158.0285,97.6729,167.6305,261.1972,238.9184,231.0346,237.0021,255.8535,460.1793,490.2754,510.0833,455.3427,411.8762,364.5339,398.1168,433.0139,472.9144,515.4590,509.5302,458.9553,409.0929,364.0673,323.1671,333.4187,383.7304,437.5386,489.7183,460.3357,409.6840,357.9972,308.6503,281.6558,328.9772,375.7047,418.3838,462.0043,366.4928,303.0066,306.2760
187.6406,359.4899,342.0015,390.0051,288.1753,287.8420,301.7615,326.1978,282.9735,228.6329,232.9571,252.0040,171.6566,175.8465,197.5905,232.1422,177.5303,116.2497,118.2709,141.8732,59.9333,59.2368,84.0536,117.9534,158.0285,0.0000,63.7887,47.0425,138.4377,93.2363,73.0068,92.0054,134.5288,407.5905,415.3902,411.9466,371.8602,351.6603,294.2006,311.4643,333.4187,364.4462,400.8952,379.2466,334.4682,293.1382,261.0939,240.3539,214.8046,253.3969,299.5947,347.0519,308.6487,261.3580,214.5530,172.9046,130.6790,175.5135,220.2930,261.6295,304.0016,208.6145,145.0034,151.7893
231.8146,368.0489,362.5162,410.0256,314.5600,304.6375,309.0582,325.0262,271.0221,255.5191,246.2722,251.6764,201.3082,187.1817,189.6444,208.8564,143.2201,152.1217,129.2478,126.6057,111.8258,80.6226,63.3877,72.1388,97.6729,63.7887,0.0000,71.5542,170.0000,141.6827,135.7240,152.5320,186.0349,437.3568,453.9273,459.2004,413.1743,383.5440,328.9757,353.1190,380.4064,415.0614,453.9626,437.4529,390.5125,345.7759,308.2937,278.8566,267.3200,310.8006,359.8055,408.7689,372.2110,324.2360,275.9601,231.3115,193.7060,239.1694,284.0739,325.1846,366.3496,270.0019,207.6174,208.6265
230.8463,406.0788,389.0013,437.0000,334.8612,334.8612,348.1106,371.2600,325.1292,275.4088,279.7320,296.9394,218.3873,222.2004,240.2603,269.8240,209.3036,162.6930,163.9543,181.2760,103.8123,104.7855,118.6002,141.6051,167.6305,47.0425,71.5542,0.0000,100.4191,71.8471,84.5991,125.1000,175.0457,453.5912,459.1841,451.8241,414.7975,397.3940,339.5070,354.5659,373.8730,402.3779,436.6440,409.4154,367.7227,330.0561,302.0017,284.9860,252.8003,285.9178,327.2002,370.8423,325.1292,282.3491,240.9191,205.6818,154.5639,193.4580,233.2252,270.3794,305.7908,208.3195,150.8410,142.0035
289.0017,490.9827,464.7688,512.0869,406.8415,415.2493,434.8391,462.4911,421.3799,349.6770,364.3213,388.7531,293.9813,310.1113,335.9658,369.1951,309.7160,238.8996,254.9216,279.6087,177.6091,196.9772,218.3438,241.4788,261.1972,138.4377,170.0000,100.4191,0.0000,59.0085,116.0043,173.0029,230.0022,518.0010,511.6737,489.4497,464.6127,461.0011,402.0012,406.7247,415.7656,435.1368,461.6860,420.0060,388.3298,362.7630,348.3691,346.0014,293.3939,309.3752,335.4519,367.3255,307.5923,278.4259,253.6178,237.6910,176.8219,194.6535,217.0392,240.7094,258.5034,167.8005,137.7135,98.2904
230.0087,434.5135,406.4283,453.5912,348.1867,357.8407,379.1899,408.7689,371.6517,291.4310,308.2921,335.7752,236.2308,255.8066,286.4001,324.5628,270.6326,181.8378,203.0296,234.0534,121.4619,147.6279,177.2005,207.9663,238.9184,93.2363,141.6827,71.8471,59.0085,0.0000,57.0000,114.0000,171.0000,459.0000,453.4358,433.5678,406.6067,402.0000,343.0000,348.3231,358.8050,380.1184,408.7689,371.4310,336.2648,307.3581,290.4497,287.0000,235.9873,255.8066,287.0017,323.8549,270.0463,234.0534,202.4846,181.1988,121.0785,146.2190,177.2005,208.8564,238.4156,141.3825,93.0860,71.7008
173.0116,381.0472,350.4754,397.3940,291.8099,303.2639,326.9648,358.9499,327.2002,235.7477,255.8535,287.3882,181.5158,206.3492,243.2447,287.2003,241.5885,128.8099,158.3982,197.7524,72.3464,110.2769,150.2165,188.8624,231.0346,73.0068,135.7240,84.5991,116.0043,57.0000,0.0000,57.0000,114.0000,402.0000,397.2166,380.1184,350.6822,345.0000,286.0000,291.9726,304.2137,327.8674,358.9499,327.1238,287.9601,254.9510,234.7765,230.0000,181.1988,206.3492,243.9529,286.4001,241.1680,197.7524,157.6991,128.3511,71.7008,108.9082,150.2165,189.8420,231.0087,135.8308,72.0278,85.1469
